,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
283,sg:1949d178c000475f97d4cbd2f2a500b2,Rhode Island National Guard Museum,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2920,267,159.0,"{""<5"":4,""5-20"":35,""21-60"":39,""61-240"":88,"">240"":101}",39511.0,41.749303000000005,-71.468492,712110.0,RI,44.0,44007.0,Providence County,440070144002.0
421,sg:26333e32f0764b128dede32ccdd2bac4,Sand Dollar Inn,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2891,8,132.5,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":3,"">240"":2}",969.0,41.349635,-71.780292,721110.0,RI,44.0,44009.0,Washington County,440090509023.0
575,sg:344d082bbe694faab1bf9f0634a00b80,7-Eleven,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2842,154,7.0,"{""<5"":17,""5-20"":114,""21-60"":15,""61-240"":6,"">240"":2}",3458.0,41.507651,-71.283045,445120.0,RI,44.0,44005.0,Newport County,440050404002.0
779,sg:4587550b7c254380b25d99d3bda387a6,Lotuff leather,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2909,2,134.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":1}",252.5,41.826997999999996,-71.433879,448120.0,RI,44.0,44007.0,Providence County,440070025002.0
822,sg:48ca0ea798214a9f8b5af2f0f6e8c5c2,Silver Lake Memorial Park,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2909,286,59.0,"{""<5"":3,""5-20"":77,""21-60"":70,""61-240"":90,"">240"":46}",28390.0,41.806666,-71.45723199999999,712190.0,RI,44.0,44007.0,Providence County,440070017002.0
1862,sg:ac44d87dec254ec5b9c1251fc934e70e,Allisha Lauren hair,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2865,13,43.0,"{""<5"":0,""5-20"":5,""21-60"":3,""61-240"":4,"">240"":1}",1026.0,41.900453000000006,-71.416822,812112.0,RI,44.0,44007.0,Providence County,440070117012.0
2136,sg:c8b0ca2d1b16489c90b931b00c08f6de,Skyline Accounting Services,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2816,133,161.0,"{""<5"":1,""5-20"":19,""21-60"":26,""61-240"":35,"">240"":52}",19040.5,41.673216,-71.575859,541213.0,RI,44.0,44003.0,Kent County,440030206033.0
2717,sg:04dd1619c98c4adc96d08c534f937ac4,Santander Bank,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2905,20,76.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":10,"">240"":4}",2624.0,41.778303,-71.40021,522110.0,RI,44.0,44007.0,Providence County,440070135003.0
2745,sg:081c2d8ce014482fa9407b8a457e182c,Mansion Park,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2909,841,77.0,"{""<5"":13,""5-20"":211,""21-60"":153,""61-240"":189,"">240"":275}",103311.0,41.809478000000006,-71.435416,712190.0,RI,44.0,44007.0,Providence County,440070014003.0
2835,sg:10e960c916dc4ae59830f9a64b794226,Forest Hills Nurseries Inc,RI,2019-01-01T00:00:00-05:00,2019-02-01T00:00:00-05:00,2910,3,20.0,"{""<5"":1,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":0}",165.5,41.77296,-71.453721,811411.0,RI,44.0,44007.0,Providence County,440070140005.0
