,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
33,sg:0220f3b1e6b54cffa818bdd46ec0f3a3,Good Vibes Gifts & Flowers,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6489,133,20.0,"{""<5"":2,""5-20"":66,""21-60"":23,""61-240"":18,"">240"":24}",10230.5,41.631892,-72.87823900000001,453220.0,CT,9.0,9003.0,Hartford County,90034306013.0
77,sg:056c64456654466d87cd74591f31e65e,Hong Kong,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6902,35,216.0,"{""<5"":1,""5-20"":7,""21-60"":4,""61-240"":9,"">240"":14}",4966.5,41.049124,-73.51451999999999,722511.0,CT,9.0,9001.0,Fairfield County,90010220001.0
245,sg:1555cb3b1bf54ab3a6a339592a24c607,Auto Auction of Connecticut,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6254,15,15.0,"{""<5"":0,""5-20"":8,""21-60"":3,""61-240"":3,"">240"":1}",913.0,41.59317,-72.130199,441120.0,CT,9.0,9011.0,New London County,90117121002.0
297,sg:1a29fd3c886542c396b4ed9355e64dda,CrossFit,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6032,89,62.0,"{""<5"":1,""5-20"":16,""21-60"":26,""61-240"":29,"">240"":17}",9700.0,41.704135,-72.872988,713940.0,CT,9.0,9003.0,Hartford County,90034602042.0
344,sg:1ee5e1b3c90b42ffae613c8a3fa7e223,Clc Palmers Hill,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6902,23,18.0,"{""<5"":0,""5-20"":13,""21-60"":5,""61-240"":5,"">240"":0}",1117.5,41.058739,-73.563197,624410.0,CT,9.0,9001.0,Fairfield County,90010214004.0
397,sg:22b0e7e2deac4710a1c910fa80025804,Woodstock Valley Country Store and Cafe,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6282,33,6.0,"{""<5"":3,""5-20"":25,""21-60"":0,""61-240"":1,"">240"":4}",1430.5,41.948657,-72.059515,445310.0,CT,9.0,9015.0,Windham County,90159011003.0
415,sg:2464e2fe4efb4069a7300573a747cbc4,Biagetti's Restaurant,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6516,185,84.0,"{""<5"":3,""5-20"":27,""21-60"":41,""61-240"":93,"">240"":21}",21042.0,41.260078,-72.94552,722511.0,CT,9.0,9009.0,New Haven County,90091551003.0
418,sg:24e5c10532e4405d870d6f69ac7a05ff,Manfredi Jewels,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6830,26,8.0,"{""<5"":2,""5-20"":19,""21-60"":0,""61-240"":1,"">240"":4}",1353.0,41.029016999999996,-73.626184,448310.0,CT,9.0,9001.0,Fairfield County,90010106003.0
676,sg:3b3c8f9ba70844bfa545498560eb3851,Goodyear Commercial Tire & Service Center,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6109,85,29.0,"{""<5"":5,""5-20"":33,""21-60"":24,""61-240"":12,"">240"":11}",5843.0,41.694798,-72.656658,441320.0,CT,9.0,9003.0,Hartford County,90034926001.0
760,sg:4248ac2a0ca846a9963a67d1c9eb0a72,Benedetto Laura DO,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6033,30,79.5,"{""<5"":0,""5-20"":5,""21-60"":9,""61-240"":11,"">240"":5}",3282.5,41.713159999999995,-72.587135,621111.0,CT,9.0,9003.0,Hartford County,90035203011.0
