,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
93,sg:069cf4f863504435bf03f8376439778a,Hope Springs Church,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6076,30,66.5,"{""<5"":1,""5-20"":9,""21-60"":4,""61-240"":15,"">240"":1}",2774.5,41.964289,-72.295532,813110.0,CT,9.0,9013.0,Tolland County,90138901002.0
161,sg:0c9b043d56f24e9fa4940ea326366ec2,United States Postal Service (USPS),CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6071,59,24.0,"{""<5"":1,""5-20"":28,""21-60"":7,""61-240"":23,"">240"":0}",4097.5,41.986752,-72.441861,491110.0,CT,9.0,9013.0,Tolland County,90135382023.0
210,sg:105dbd92b8b347a0a2417c13fb0f3d1a,Goncharova Olga DDS,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6605,91,38.0,"{""<5"":6,""5-20"":29,""21-60"":15,""61-240"":15,"">240"":26}",9482.5,41.176156,-73.212136,621210.0,CT,9.0,9001.0,Fairfield County,90010711002.0
230,sg:11e76d70cf7c40468f4d29245286b230,Burlington,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6901,519,39.0,"{""<5"":5,""5-20"":143,""21-60"":211,""61-240"":118,"">240"":42}",38184.5,41.055856,-73.539907,448140.0,CT,9.0,9001.0,Fairfield County,90010201001.0
400,sg:219000cbd8344bc1901dadd90b41ada5,Barbara's Restaurant,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6514,238,16.0,"{""<5"":9,""5-20"":129,""21-60"":68,""61-240"":21,"">240"":11}",10189.5,41.339518,-72.93544,722511.0,CT,9.0,9009.0,New Haven County,90091655002.0
414,sg:22a7e13e2c334d6bae7d6f789549eeff,Sunoco,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6470,66,9.0,"{""<5"":6,""5-20"":34,""21-60"":12,""61-240"":12,"">240"":2}",3212.0,41.396768,-73.29361800000001,447110.0,CT,9.0,9001.0,Fairfield County,90012305022.0
482,sg:2889139e63b84b5881e95cf3f55c2196,First and Last Bakery Cafe,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6114,141,40.0,"{""<5"":2,""5-20"":31,""21-60"":56,""61-240"":26,"">240"":26}",12813.5,41.734021000000006,-72.68679,722511.0,CT,9.0,9003.0,Hartford County,90035023004.0
486,sg:28dce5a883834985a1bef5744110e651,ENT & Allergy Associates,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6611,2,282.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":1}",390.5,41.234859,-73.14938000000001,621111.0,CT,9.0,9001.0,Fairfield County,90010905002.0
487,sg:28df1ab1497847388edb220230aa5c88,KFC,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6810,221,19.0,"{""<5"":11,""5-20"":107,""21-60"":52,""61-240"":30,"">240"":21}",13026.0,41.408905,-73.455929,722513.0,CT,9.0,9001.0,Fairfield County,90012102001.0
495,sg:2939b817f79e412ab5e6071fd0fd0354,Pep Boys,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6514,172,22.5,"{""<5"":4,""5-20"":79,""21-60"":32,""61-240"":16,"">240"":41}",14541.5,41.371849,-72.916924,441310.0,CT,9.0,9009.0,New Haven County,90091658012.0
530,sg:2be5bf34d9ef4034b6dbab85eb74da8f,CrossFit,CT,2019-07-01T00:00:00-04:00,2019-08-01T00:00:00-04:00,6320,205,24.0,"{""<5"":9,""5-20"":83,""21-60"":43,""61-240"":53,"">240"":17}",14858.0,41.362639,-72.114876,713940.0,CT,9.0,9011.0,New London County,90116903002.0
