,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
96,sg:069cf4f863504435bf03f8376439778a,Hope Springs Church,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6076,27,67.0,"{""<5"":0,""5-20"":9,""21-60"":4,""61-240"":12,"">240"":2}",2560.5,41.964289,-72.295532,813110.0,CT,9.0,9013.0,Tolland County,90138901002.0
164,sg:0c9b043d56f24e9fa4940ea326366ec2,United States Postal Service (USPS),CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6071,77,23.0,"{""<5"":5,""5-20"":31,""21-60"":11,""61-240"":16,"">240"":14}",6613.5,41.986752,-72.441861,491110.0,CT,9.0,9013.0,Tolland County,90135382023.0
212,sg:105dbd92b8b347a0a2417c13fb0f3d1a,Goncharova Olga DDS,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6605,54,40.5,"{""<5"":2,""5-20"":19,""21-60"":15,""61-240"":14,"">240"":4}",3917.0,41.176156,-73.212136,621210.0,CT,9.0,9001.0,Fairfield County,90010711002.0
233,sg:11e76d70cf7c40468f4d29245286b230,Burlington,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6901,436,31.0,"{""<5"":4,""5-20"":137,""21-60"":188,""61-240"":85,"">240"":22}",27409.0,41.055856,-73.539907,448140.0,CT,9.0,9001.0,Fairfield County,90010201001.0
398,sg:219000cbd8344bc1901dadd90b41ada5,Barbara's Restaurant,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6514,305,20.0,"{""<5"":9,""5-20"":147,""21-60"":97,""61-240"":42,"">240"":10}",14509.5,41.339518,-72.93544,722511.0,CT,9.0,9009.0,New Haven County,90091655002.0
410,sg:22a7e13e2c334d6bae7d6f789549eeff,Sunoco,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6470,78,20.5,"{""<5"":5,""5-20"":34,""21-60"":15,""61-240"":22,"">240"":2}",4836.0,41.396768,-73.29361800000001,447110.0,CT,9.0,9001.0,Fairfield County,90012305022.0
459,sg:26d5cac6beb94025a6c6d3aaaac31606,Monro,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6410,1,53.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",40.5,41.480868,-72.906149,811198.0,CT,9.0,9009.0,New Haven County,90093434001.0
479,sg:2889139e63b84b5881e95cf3f55c2196,First and Last Bakery Cafe,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6114,114,32.5,"{""<5"":5,""5-20"":33,""21-60"":40,""61-240"":30,"">240"":6}",8000.0,41.734021000000006,-72.68679,722511.0,CT,9.0,9003.0,Hartford County,90035023004.0
484,sg:28dce5a883834985a1bef5744110e651,ENT & Allergy Associates,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6611,8,280.5,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":1,"">240"":4}",1148.0,41.234859,-73.14938000000001,621111.0,CT,9.0,9001.0,Fairfield County,90010905002.0
485,sg:28df1ab1497847388edb220230aa5c88,KFC,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6810,276,20.0,"{""<5"":8,""5-20"":137,""21-60"":60,""61-240"":48,"">240"":23}",16906.5,41.408905,-73.455929,722513.0,CT,9.0,9001.0,Fairfield County,90012102001.0
493,sg:2939b817f79e412ab5e6071fd0fd0354,Pep Boys,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6514,173,31.0,"{""<5"":5,""5-20"":71,""21-60"":24,""61-240"":24,"">240"":49}",17244.0,41.371849,-72.916924,441310.0,CT,9.0,9009.0,New Haven County,90091658012.0
530,sg:2be5bf34d9ef4034b6dbab85eb74da8f,CrossFit,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6320,238,30.0,"{""<5"":5,""5-20"":84,""21-60"":77,""61-240"":48,"">240"":24}",17165.0,41.362639,-72.114876,713940.0,CT,9.0,9011.0,New London County,90116903002.0
552,sg:2e3a7540e9e34d39b5953157079ba2e6,Northford Country Grill,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6472,224,31.5,"{""<5"":7,""5-20"":75,""21-60"":79,""61-240"":49,"">240"":14}",14889.0,41.393683,-72.79019699999999,722511.0,CT,9.0,9009.0,New Haven County,90091862001.0
648,sg:35eb41dfd10946c2a9c29431cd652157,True Value Hardware,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6776,120,21.0,"{""<5"":3,""5-20"":55,""21-60"":30,""61-240"":16,"">240"":16}",8158.0,41.578489000000005,-73.413826,444130.0,CT,9.0,9005.0,Litchfield County,90052536002.0
679,sg:3904ad74ba524d58a93c0372209591a0,Boys & Girls Clubs of America,CT,2019-03-01T00:00:00-05:00,2019-04-01T00:00:00-04:00,6010,99,49.0,"{""<5"":2,""5-20"":35,""21-60"":16,""61-240"":29,"">240"":17}",9535.0,41.688644000000004,-72.91780200000001,624110.0,CT,9.0,9003.0,Hartford County,90034052002.0
