,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
42,sg:04b5aedb8d0c462fa919ef304e416417,Torrid,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2886,16,41.5,"{""<5"":1,""5-20"":4,""21-60"":5,""61-240"":6,"">240"":0}",1158.0,41.725606,-71.479038,448120.0,RI,44.0,44003.0,Kent County,440030223003.0
484,sg:2ebc89231e9f4275a10022b671dba892,Village Sandwich Shop,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2816,130,54.5,"{""<5"":2,""5-20"":28,""21-60"":40,""61-240"":39,"">240"":21}",12884.5,41.695243,-71.538046,722511.0,RI,44.0,44003.0,Kent County,440030206043.0
1061,sg:66b7db766e2347d19ed7c46fb5978f36,The Newport Inn,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2840,131,120.0,"{""<5"":1,""5-20"":20,""21-60"":18,""61-240"":47,"">240"":45}",18855.0,41.481057,-71.312638,721110.0,RI,44.0,44005.0,Newport County,440050410002.0
1387,sg:83ef3aef1ab840308119f7c13ebe5707,Harbor Freight Tools,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2886,83,17.0,"{""<5"":2,""5-20"":47,""21-60"":26,""61-240"":7,"">240"":1}",2939.0,41.707551,-71.497515,444130.0,RI,44.0,44003.0,Kent County,440030223001.0
1548,sg:912d1d7a9e0447829ed3905c38097ec5,East Side Clinical Laboratory,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2920,6,528.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":6}",1440.0,41.754514,-71.453456,621511.0,RI,44.0,44007.0,Providence County,440070139003.0
1803,sg:a973133113e24e08854ad0b12e6472b4,Prestiege 2 Automart,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2914,2,26.5,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",53.0,41.820324,-71.36399200000001,441120.0,RI,44.0,44007.0,Providence County,440070103002.0
2043,sg:c22190d114e54b97a682227266bd4dc4,Delta Dental of California,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2889,71,109.0,"{""<5"":0,""5-20"":11,""21-60"":13,""61-240"":20,"">240"":27}",10154.0,41.717698,-71.37145699999999,621210.0,RI,44.0,44003.0,Kent County,440030215014.0
2086,sg:c6f1b9ad1820497ea8970b79a050bae7,Residential Properties Ltd,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2909,2,215.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":2,"">240"":0}",301.0,41.819352,-71.430256,531210.0,RI,44.0,44007.0,Providence County,440070011003.0
2657,sg:fdae8a797f1d4eb48e3a26397786bf61,Social Security,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2886,17,25.0,"{""<5"":0,""5-20"":8,""21-60"":3,""61-240"":5,"">240"":1}",1214.0,41.694445,-71.500865,921190.0,RI,44.0,44003.0,Kent County,440030223001.0
2976,sg:1e843901269446d89fc30facf5e83dd2,Pawcatuck Seventh Day Baptist,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2891,1,25.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",40.5,41.374308,-71.83027,813110.0,RI,44.0,44009.0,Washington County,440090508014.0
3207,sg:3486e225130d4c7190ba8b482fbfdb75,Sky Zone,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2916,297,66.0,"{""<5"":7,""5-20"":65,""21-60"":66,""61-240"":146,"">240"":13}",28596.0,41.85799,-71.36316,713990.0,RI,44.0,44007.0,Providence County,440070101011.0
3437,sg:4b8e1bca880a4b01b761ff7af430fabb,Mutter Motors,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2864,25,13.0,"{""<5"":2,""5-20"":14,""21-60"":3,""61-240"":2,"">240"":4}",1562.5,41.913478999999995,-71.396689,441120.0,RI,44.0,44007.0,Providence County,440070112005.0
3469,sg:4e78e34fbcdf4a1e84debcd10725e774,The Book Nerd,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2806,113,26.0,"{""<5"":4,""5-20"":38,""21-60"":33,""61-240"":26,"">240"":12}",8614.5,41.739411,-71.310439,451211.0,RI,44.0,44001.0,Bristol County,440010302003.0
3523,sg:53995c4770db4010a30a43021976ad52,VP Fitness,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2903,472,47.0,"{""<5"":3,""5-20"":115,""21-60"":160,""61-240"":146,"">240"":48}",41418.0,41.824025,-71.411835,713940.0,RI,44.0,44007.0,Providence County,440070008003.0
3779,sg:6b2638aa7a5640e5a508d0dd838c7960,Dollar Rent A Car,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2886,218,12.0,"{""<5"":14,""5-20"":132,""21-60"":36,""61-240"":23,"">240"":13}",9724.5,41.727357,-71.44153100000001,532111.0,RI,44.0,44003.0,Kent County,440030211004.0
3953,sg:7ba7b223814c493f8136ca9ea5ef90f2,H1 Cleaning Solution,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2860,32,105.0,"{""<5"":1,""5-20"":3,""21-60"":10,""61-240"":6,"">240"":12}",4228.0,41.864996999999995,-71.418502,561740.0,RI,44.0,44007.0,Providence County,440070163003.0
4114,sg:8b3808faee7f49ce9ae499f610b31b4c,AutoZone,RI,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,2888,47,8.0,"{""<5"":3,""5-20"":36,""21-60"":3,""61-240"":2,"">240"":3}",1600.0,41.754602,-71.404883,441310.0,RI,44.0,44003.0,Kent County,440030212001.0
