,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
516,sg:301791ea560946b59b275909515753a8,Topside,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2841,89,52.0,"{""<5"":2,""5-20"":11,""21-60"":38,""61-240"":36,"">240"":2}",7579.5,41.505176,-71.327875,722511.0,RI,44.0,44005.0,Newport County,440050412001.0
1623,sg:9905dd1e47654c76a0103e9b7418dada,Joe's Bar & Grill,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2861,151,87.0,"{""<5"":1,""5-20"":24,""21-60"":32,""61-240"":49,"">240"":45}",19773.0,41.888856,-71.3511,722511.0,RI,44.0,44007.0,Providence County,440070157002.0
1689,sg:a01f25bddbeb44728b2e22f019e2c72a,O'Reilly Auto Parts,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2852,54,60.5,"{""<5"":2,""5-20"":12,""21-60"":13,""61-240"":26,"">240"":1}",4834.5,41.591941999999996,-71.456704,441310.0,RI,44.0,44009.0,Washington County,440090501021.0
1954,sg:bb2bd55c961442dc88214150ad5adfc5,Edible Arrangements,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2886,5,8.0,"{""<5"":0,""5-20"":5,""21-60"":0,""61-240"":0,"">240"":0}",62.5,41.731284,-71.435199,453220.0,RI,44.0,44003.0,Kent County,440039800001.0
2069,sg:c70f5b7a0aed4159a1fcbbadcf2d01d8,PriceRite,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2860,27,11.0,"{""<5"":3,""5-20"":18,""21-60"":5,""61-240"":0,"">240"":1}",675.0,41.881412,-71.399938,445110.0,RI,44.0,44007.0,Providence County,440070151001.0
2400,sg:e6c9933862a349b4b08716492ee8da0f,The Nook Coffee House,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2818,28,60.0,"{""<5"":1,""5-20"":3,""21-60"":11,""61-240"":5,"">240"":8}",3158.0,41.659643,-71.45026,722515.0,RI,44.0,44003.0,Kent County,440030209011.0
2494,sg:f186b0ccdba8459e9a115b155c0fc3b3,Concentra Medical Center,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2920,11,246.0,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":3,"">240"":6}",1916.5,41.740241,-71.455617,621111.0,RI,44.0,44007.0,Providence County,440070142002.0
2987,sg:1f5f3a72f7364d42bd4b26c7708ec88b,Mens Club Barber Salon,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2816,2,201.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":1}",390.5,41.681255,-71.56521500000001,812112.0,RI,44.0,44003.0,Kent County,440030206032.0
3137,sg:2f96f1e1fdce4cfeb0c472702fbb232e,The Empowerment Factory,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2860,38,33.0,"{""<5"":0,""5-20"":11,""21-60"":15,""61-240"":8,"">240"":4}",2909.0,41.863257,-71.399585,451140.0,RI,44.0,44007.0,Providence County,440070164003.0
3216,sg:35ed25fd83db4763a82c52f4974f30e5,Knightsville Pub,RI,2019-02-01T00:00:00-05:00,2019-03-01T00:00:00-05:00,2920,215,41.0,"{""<5"":7,""5-20"":58,""21-60"":67,""61-240"":54,"">240"":29}",18543.0,41.784659000000005,-71.464559,722511.0,RI,44.0,44007.0,Providence County,440070147005.0
