,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
76,sg:0620046d55564889b6371811494f73b4,CITGO,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6708,171,7.0,"{""<5"":13,""5-20"":127,""21-60"":16,""61-240"":7,"">240"":8}",5241.5,41.534726,-73.050963,447110.0,,,,,
195,sg:0e6bc2a3807846da890ab263676f1737,Jeera Thai,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6510,90,15.0,"{""<5"":9,""5-20"":45,""21-60"":3,""61-240"":15,"">240"":18}",7284.0,41.305549,-72.928952,722511.0,CT,9.0,9009.0,New Haven County,90091401001.0
207,sg:0f25af582b734f98b9d56a41618a6d97,VIP Car Wash,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6002,1,5.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",12.5,41.814516,-72.708467,811192.0,CT,9.0,9003.0,Hartford County,90034712002.0
208,sg:0f2afdcfeb9d465796eacb9bed6b1e5f,Supreme Auto Service Center,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6071,8,42.0,"{""<5"":1,""5-20"":1,""21-60"":3,""61-240"":3,"">240"":0}",588.0,41.980878000000004,-72.44760699999999,811111.0,CT,9.0,9013.0,Tolland County,90135382013.0
438,sg:23769f76ab3e47db98a57e494975cfd7,Chris Sapia Realtor,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6040,11,313.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":6}",1668.5,41.771198999999996,-72.543817,531210.0,CT,9.0,9003.0,Hartford County,90035146004.0
442,sg:24073cdb732346e59af91c4597cc5ad0,United States Postal Service (USPS),CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6401,20,37.0,"{""<5"":1,""5-20"":7,""21-60"":3,""61-240"":6,"">240"":3}",1834.5,41.34325,-73.078417,491110.0,CT,9.0,9009.0,New Haven County,90091252002.0
580,sg:30bf36d06d4f4e6683a03f388fe516d2,National Seating & Mobility,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6357,46,23.0,"{""<5"":0,""5-20"":15,""21-60"":26,""61-240"":4,"">240"":1}",2082.5,41.318540000000006,-72.244699,621999.0,CT,9.0,9011.0,New London County,90117161011.0
631,sg:36b091780e2e40678b8a09c9a8cae013,BOB THOMAS FORD INC,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6514,239,46.0,"{""<5"":10,""5-20"":86,""21-60"":40,""61-240"":35,"">240"":68}",24307.5,41.370846,-72.917178,441110.0,CT,9.0,9009.0,New Haven County,90091658012.0
808,sg:45f2259ae4464c7eb3917a6e08390f94,Anytime Fitness,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6117,1237,45.0,"{""<5"":16,""5-20"":215,""21-60"":536,""61-240"":336,"">240"":134}",107163.5,41.784725,-72.74525899999999,713940.0,CT,9.0,9003.0,Hartford County,90034974001.0
811,sg:4601a9deaa714009be182f776c659b3c,Marshalls,CT,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,6416,1336,34.0,"{""<5"":27,""5-20"":345,""21-60"":620,""61-240"":271,"">240"":73}",87795.5,41.60414,-72.678498,448140.0,CT,9.0,9007.0,Middlesex County,90075701003.0
