,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
175,sg:0fe62a50a9224121b36de0d5a1c55907,Newport Mansions,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2840,7,6.0,"{""<5"":0,""5-20"":6,""21-60"":0,""61-240"":0,"">240"":1}",315.0,41.474968,-71.307282,712120.0,RI,44.0,44005.0,Newport County,440050409001.0
258,sg:18d348d0b089410c93761366beacaa71,Taco Bell,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2908,276,10.0,"{""<5"":14,""5-20"":190,""21-60"":30,""61-240"":29,"">240"":13}",11109.5,41.836559,-71.421189,722513.0,RI,44.0,44007.0,Providence County,440070026002.0
453,sg:2d4f5947cbc74c3b9fa5f5408cfb7df7,CVS,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2906,10,20.5,"{""<5"":0,""5-20"":5,""21-60"":3,""61-240"":2,"">240"":0}",485.0,41.829909,-71.400613,446110.0,RI,44.0,44007.0,Providence County,440070036011.0
578,sg:3abc286950c348a28a9560c7dbae65bc,Globe Park School,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2895,42,19.0,"{""<5"":3,""5-20"":19,""21-60"":6,""61-240"":6,"">240"":8}",3311.0,41.988739,-71.525039,611110.0,RI,44.0,44007.0,Providence County,440070175002.0
582,sg:3b24d0b0b4fd4683a04352b526a41ac4,China Inn,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2886,101,42.0,"{""<5"":0,""5-20"":39,""21-60"":19,""61-240"":31,"">240"":12}",8802.5,41.708469,-71.449989,722511.0,RI,44.0,44003.0,Kent County,440030221002.0
1076,sg:6c18249a1abd49f489c46965f54243c9,Camp JORI,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2906,21,12.0,"{""<5"":1,""5-20"":11,""21-60"":6,""61-240"":2,"">240"":1}",924.0,41.842005,-71.39238399999999,713940.0,RI,44.0,44007.0,Providence County,440070034001.0
1407,sg:8b43238f5c4248b19f0d8c9b356276cc,e HealthSign,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2816,1,54.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":0,"">240"":0}",40.5,41.707793,-71.666739,621610.0,RI,44.0,44003.0,Kent County,440030207022.0
1422,sg:8c8eb7ba7aa6425b98f91eb2a9807981,Portside Tavern,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2809,114,43.0,"{""<5"":2,""5-20"":43,""21-60"":17,""61-240"":29,"">240"":23}",11115.5,41.673155,-71.278487,722511.0,RI,44.0,44001.0,Bristol County,440010307004.0
2319,sg:ebe252170ec94e9b9fd7b11de5bac882,El Charro Mexican Restaurant,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2904,41,24.0,"{""<5"":1,""5-20"":19,""21-60"":6,""61-240"":6,"">240"":9}",3546.0,41.869019,-71.423823,722511.0,RI,44.0,44007.0,Providence County,440070118001.0
2954,sg:2b7735c2a0b74af48916cb4e7b9df9c5,Gioni Originals,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2840,4,13.0,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":0,"">240"":0}",78.0,41.480896,-71.31425899999999,448310.0,RI,44.0,44005.0,Newport County,440050410002.0
3168,sg:3fd13e6ed7a0481f8dae38436ae76d16,McDonald's,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2860,547,9.0,"{""<5"":16,""5-20"":420,""21-60"":42,""61-240"":48,"">240"":21}",19255.0,41.874497,-71.39934000000001,722513.0,RI,44.0,44007.0,Providence County,440070151002.0
3351,sg:4fe43d9620a048d9843d52ca0fa8ffa9,Atwood Wine & Spirits,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2920,165,9.0,"{""<5"":7,""5-20"":116,""21-60"":22,""61-240"":12,"">240"":8}",6084.5,41.787401,-71.473079,445310.0,RI,44.0,44007.0,Providence County,440070148003.0
4080,sg:9580175139254823acef37dae620ff65,Dunkin',RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2865,49,20.0,"{""<5"":3,""5-20"":23,""21-60"":14,""61-240"":9,"">240"":0}",2216.5,41.888676000000004,-71.449262,722515.0,RI,44.0,44007.0,Providence County,440070116002.0
4103,sg:9782b1ba33fe4bb7b64a6c64bc1f22b3,Fraternal Order of Police No 6,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2893,44,17.5,"{""<5"":0,""5-20"":25,""21-60"":7,""61-240"":6,"">240"":6}",2939.0,41.692933000000004,-71.520859,922120.0,RI,44.0,44003.0,Kent County,440030201023.0
4202,sg:a191f63f20d440628f4e9d12416b73a1,Wise Guys Deli and Pizza,RI,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,2903,22,11.5,"{""<5"":4,""5-20"":12,""21-60"":4,""61-240"":2,"">240"":0}",623.0,41.823404,-71.422332,722511.0,RI,44.0,44007.0,Providence County,440070009001.0
