,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
138,sg:0aaace744a2d4b86a8bec94638b5314c,Rainbow water,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2907,104,40.0,"{""<5"":6,""5-20"":36,""21-60"":15,""61-240"":41,"">240"":6}",8683.0,41.814165,-71.421084,722515.0,RI,44.0,44007.0,Providence County,440070007003.0
990,sg:561f3881c43b483fb3af103ae131066c,Walgreens,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2882,118,9.0,"{""<5"":9,""5-20"":96,""21-60"":12,""61-240"":1,"">240"":0}",1859.0,41.4916,-71.437438,446110.0,RI,44.0,44009.0,Washington County,440090515021.0
2109,sg:c514122b120c44b3b41a5d5103dd2471,Foundry Orthopedics & Sports Medicine,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2908,89,65.0,"{""<5"":0,""5-20"":4,""21-60"":34,""61-240"":37,"">240"":14}",10355.5,41.82997,-71.421071,611691.0,RI,44.0,44007.0,Providence County,440070025002.0
2164,sg:cba0121aae00438ea3f7de2b9f63d01f,Au Bon Pain,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2903,5092,130.0,"{""<5"":40,""5-20"":745,""21-60"":909,""61-240"":1656,"">240"":1742}",713535.0,41.811069,-71.408923,722513.0,RI,44.0,44007.0,Providence County,440070006001.0
2848,sg:0fe62a50a9224121b36de0d5a1c55907,Newport Mansions,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2840,50,167.5,"{""<5"":0,""5-20"":8,""21-60"":7,""61-240"":13,"">240"":22}",7620.0,41.474968,-71.307282,712120.0,RI,44.0,44005.0,Newport County,440050409001.0
2933,sg:18d348d0b089410c93761366beacaa71,Taco Bell,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2908,253,9.0,"{""<5"":14,""5-20"":166,""21-60"":36,""61-240"":24,"">240"":13}",10300.0,41.836559,-71.421189,722513.0,RI,44.0,44007.0,Providence County,440070026002.0
3142,sg:2d4f5947cbc74c3b9fa5f5408cfb7df7,CVS,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2906,46,12.0,"{""<5"":0,""5-20"":31,""21-60"":11,""61-240"":4,"">240"":0}",1435.0,41.829909,-71.400613,446110.0,RI,44.0,44007.0,Providence County,440070036011.0
3275,sg:3abc286950c348a28a9560c7dbae65bc,Globe Park School,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2895,226,102.5,"{""<5"":6,""5-20"":53,""21-60"":34,""61-240"":72,"">240"":61}",27530.5,41.988739,-71.525039,611110.0,RI,44.0,44007.0,Providence County,440070175002.0
3279,sg:3b24d0b0b4fd4683a04352b526a41ac4,China Inn,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2886,242,48.5,"{""<5"":9,""5-20"":72,""21-60"":47,""61-240"":49,"">240"":65}",25800.5,41.708469,-71.449989,722511.0,RI,44.0,44003.0,Kent County,440030221002.0
3804,sg:6c18249a1abd49f489c46965f54243c9,Camp JORI,RI,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2906,140,46.5,"{""<5"":1,""5-20"":31,""21-60"":47,""61-240"":45,"">240"":16}",12906.0,41.842005,-71.39238399999999,713940.0,RI,44.0,44007.0,Providence County,440070034001.0
