,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
15,sg:01beceba4ed4438899085ee34ff803b2,Putnam Parcade,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6260,1997,17.0,"{""<5"":53,""5-20"":1131,""21-60"":656,""61-240"":99,"">240"":58}",69657.5,41.927238,-71.877873,531120.0,CT,9.0,9015.0,Windham County,90159032001.0
20,sg:0214c6e901844bb296dc04f746166305,Eileen Fisher,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6830,3,164.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":1,"">240"":1}",431.0,41.026401,-73.62631400000001,448120.0,CT,9.0,9001.0,Fairfield County,90010106002.0
21,sg:02194e9a56bf41988f60d7055b0ff3fa,Stop & Shop,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6830,465,22.0,"{""<5"":8,""5-20"":192,""21-60"":205,""61-240"":28,"">240"":32}",22616.5,41.027283000000004,-73.631398,445110.0,CT,9.0,9001.0,Fairfield County,90010103004.0
39,sg:0434f90045ae492ba27dd8375b3186d6,EP Local Food Truck,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6615,94,57.0,"{""<5"":0,""5-20"":24,""21-60"":25,""61-240"":26,"">240"":19}",9785.5,41.170264,-73.153902,445110.0,CT,9.0,9001.0,Fairfield County,90010805001.0
119,sg:0c51f4a9c92e4e249e785a0b3ed5e0f0,Berkshire Cafe,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6790,115,83.0,"{""<5"":7,""5-20"":29,""21-60"":13,""61-240"":20,"">240"":46}",14956.5,41.795107,-73.122546,722511.0,CT,9.0,9005.0,Litchfield County,90053108012.0
167,sg:10584a040f2144808d7a96f41ff98333,Brown's Flowers,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6042,21,45.0,"{""<5"":0,""5-20"":5,""21-60"":7,""61-240"":5,"">240"":4}",2058.5,41.787927,-72.52379,453110.0,CT,9.0,9003.0,Hartford County,90035144001.0
390,sg:243f8fb0c1c7417ba5b8dc2213b68a84,Paella,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6851,31,372.0,"{""<5"":0,""5-20"":7,""21-60"":2,""61-240"":4,"">240"":18}",5090.5,41.119605,-73.412602,722511.0,CT,9.0,9001.0,Fairfield County,90010437001.0
425,sg:283d04a7405e4fefa7f3cea505d50c25,CityCARE Home Health,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6473,16,26.0,"{""<5"":0,""5-20"":7,""21-60"":7,""61-240"":2,"">240"":0}",672.0,41.389340000000004,-72.85975400000001,621610.0,CT,9.0,9009.0,New Haven County,90091672013.0
468,sg:2c28660ae257468595ae34ec098ae366,St James Baptist Church,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6854,7,14.0,"{""<5"":0,""5-20"":4,""21-60"":2,""61-240"":1,"">240"":0}",281.5,41.081272999999996,-73.430131,813110.0,CT,9.0,9001.0,Fairfield County,90010445002.0
474,sg:2d0356f1f3774371be51a7355c002c34,Yeshiva of New Haven,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6511,56,105.5,"{""<5"":1,""5-20"":18,""21-60"":5,""61-240"":13,"">240"":19}",6946.5,41.316901,-72.94689699999999,813110.0,CT,9.0,9009.0,New Haven County,90091409001.0
510,sg:30e19ea1cbe74139a267a182bbd9fbb3,Burr School,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6114,23,71.0,"{""<5"":1,""5-20"":8,""21-60"":2,""61-240"":11,"">240"":1}",2079.0,41.745018,-72.672325,611110.0,CT,9.0,9003.0,Hartford County,90035025002.0
519,sg:31c0e6bb221b407bb54e2906b762a4bb,I 395 Plainfield Service Plaza NB,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6374,105,66.0,"{""<5"":2,""5-20"":31,""21-60"":19,""61-240"":20,"">240"":33}",12092.0,41.754020000000004,-71.877066,721110.0,CT,9.0,9015.0,Windham County,90159072001.0
553,sg:35066a9950f448168ef5791c78ab707f,Fairfield Woods Middle School,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6825,33,27.0,"{""<5"":1,""5-20"":12,""21-60"":12,""61-240"":5,"">240"":3}",2111.0,41.186386,-73.249398,611110.0,CT,9.0,9001.0,Fairfield County,90010610003.0
557,sg:3569a2ecb6304121864e436b3fcdc178,Aux Delices,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6878,36,173.5,"{""<5"":0,""5-20"":12,""21-60"":4,""61-240"":4,"">240"":16}",4754.0,41.04133,-73.58543900000001,445110.0,CT,9.0,9001.0,Fairfield County,90010109004.0
586,sg:3819a36e62494f01b72d0bdfb3c440ad,Wee Hoose of Supplies,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6417,5,7.0,"{""<5"":0,""5-20"":4,""21-60"":0,""61-240"":1,"">240"":0}",200.5,41.383201,-72.450197,451140.0,CT,9.0,9007.0,Middlesex County,90076201004.0
639,sg:3ce4107fa21048068eb9fbf6b80bdf06,Pre School On The Green,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6762,54,32.5,"{""<5"":3,""5-20"":20,""21-60"":12,""61-240"":16,"">240"":3}",3871.5,41.528141999999995,-73.122827,624410.0,CT,9.0,9009.0,New Haven County,90093441003.0
715,sg:4439242713ac45c1925ea2c4630c2823,Chapter 126 Sports & Fitness An Oak Hill Center,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6010,114,62.5,"{""<5"":1,""5-20"":33,""21-60"":23,""61-240"":23,"">240"":34}",12968.0,41.668605,-72.947275,712190.0,CT,9.0,9003.0,Hartford County,90034061002.0
