,safegraph_place_id,location_name,region,date_range_start,date_range_end,postal_code,raw_visit_counts,median_dwell,bucketed_dwell_times,est_total_dwell,latitude,longitude,naics_code,state,stateFIPS,countyFIPS,countyName,CBGFIPS
100,sg:0839f36cbf374c9f97fee3460b3471c5,AAA Dura Glaze Bathtub Reglazing & Repairs,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6040,23,164.0,"{""<5"":2,""5-20"":5,""21-60"":4,""61-240"":1,"">240"":11}",3020.0,41.767076,-72.504971,423910.0,CT,9.0,9003.0,Hartford County,90035150002.0
294,sg:1c5689d56c4b4439a3f2563ea9ca2a1f,Edward Jones,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6413,1,5.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",12.5,41.271401000000004,-72.502401,523999.0,CT,9.0,9007.0,Middlesex County,90076102004.0
296,sg:1c748cb3a8b749a9a97ab7609d922e73,BrightStar Care,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6107,7,6.0,"{""<5"":0,""5-20"":5,""21-60"":1,""61-240"":1,"">240"":0}",253.5,41.762902000000004,-72.73949,621610.0,CT,9.0,9003.0,Hartford County,90034971004.0
303,sg:1ce7c06ba9b844caaf4fde68a09b98bc,Hill Regional Career High School,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6519,115,84.0,"{""<5"":1,""5-20"":23,""21-60"":24,""61-240"":35,"">240"":32}",14209.5,41.305659000000006,-72.941046,611110.0,CT,9.0,9009.0,New Haven County,90091406001.0
327,sg:202fff7eecab45cbb41a147d678749e9,Imperial Nurseries,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6026,26,12.5,"{""<5"":0,""5-20"":16,""21-60"":0,""61-240"":4,"">240"":6}",2242.0,41.928688,-72.781979,811411.0,CT,9.0,9003.0,Hartford County,90034701002.0
368,sg:249cd2f088614229ae457114314a5b6e,Kato Counseling,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6811,13,20.0,"{""<5"":0,""5-20"":7,""21-60"":4,""61-240"":1,"">240"":1}",640.0,41.394034000000005,-73.51397800000001,621330.0,CT,9.0,9001.0,Fairfield County,90012108003.0
382,sg:25391a575a974c8eae82e18cd41b32a1,Harbour Light Baptist Church,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6477,5,22.0,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":1,"">240"":0}",256.5,41.259999,-73.007961,813110.0,CT,9.0,9009.0,New Haven County,90091571001.0
384,sg:2551183ead1f489291dfd9fc7a9816ce,Sunoco,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6902,35,9.0,"{""<5"":2,""5-20"":31,""21-60"":1,""61-240"":1,"">240"":0}",583.5,41.047911,-73.554829,447110.0,CT,9.0,9001.0,Fairfield County,90010214003.0
506,sg:3299fb96e0ce4d1ab733d50a38b52893,Pollack Orthodontics,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6226,58,65.0,"{""<5"":4,""5-20"":13,""21-60"":11,""61-240"":17,"">240"":13}",6296.5,41.713452000000004,-72.212866,621210.0,CT,9.0,9015.0,Windham County,90158006003.0
561,sg:397a7e0cab41465f8f30b49460f909d9,Diamond Kings,CT,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,6010,39,104.0,"{""<5"":1,""5-20"":13,""21-60"":4,""61-240"":6,"">240"":15}",4830.0,41.685103000000005,-72.982848,713940.0,CT,9.0,9003.0,Hartford County,90034058001.0
